chromosome	pos	gpos
22	24518086	0.22306004000000001
22	24518728	0.22306006
22	24520375	0.22306014000000002
22	24527298	0.22306063
22	24532142	0.22306097000000003
22	24532247	0.22306104999999998
22	24535229	0.22306497
22	24535630	0.22306519000000002
22	24535962	0.22306526000000002
22	24537746	0.2230653
22	24538040	0.22306532
22	24538915	0.22306536999999999
22	24539092	0.22306541
22	24539734	0.22306553999999998
22	24540169	0.22306571000000003
22	24540281	0.22306578
22	24542480	0.22306714
22	24544482	0.22306837000000002
22	24544607	0.22306863
22	24544632	0.22306868000000002
22	24545060	0.22306944
22	24546298	0.22306991
22	24546898	0.22307009
22	24547071	0.22307013
22	24547685	0.22307020000000002
22	24549060	0.22307034
22	24550303	0.22307048000000002
22	24552872	0.22307075
22	24553535	0.22307082
22	24554166	0.22307088
22	24556507	0.22307113
22	24558318	0.22307134
22	24559739	0.22307259
22	24564648	0.22307931
22	24567031	0.22307960999999998
22	24569468	0.22308147
22	24570812	0.22308285000000003
22	24576159	0.22308852
22	24577986	0.22308881
22	24580694	0.22308920000000002
22	24581207	0.22308927
22	24582041	0.22308939
22	24582739	0.2230895
22	24584604	0.22308979999999998
22	24584970	0.22308988
22	24585313	0.22309002
22	24586071	0.22309051
22	24587303	0.22309238
22	24591879	0.22309983
22	24596350	0.22310451
22	24599917	0.22310823
22	24600438	0.22310945000000001
22	24605185	0.22314647
22	24608329	0.22317109999999998
22	24608924	0.22317583
22	24611717	0.22319883000000001
22	24611763	0.22319946000000002
22	24612498	0.22320944
22	24615506	0.22325029000000002
22	24616876	0.22326882
22	24618331	0.22328849
22	24621293	0.22332853
22	24622431	0.22334447999999998
22	24622470	0.22334502
22	24622648	0.22334733
22	24630093	0.22339926999999998
22	24631342	0.22340896999999998
22	24631791	0.22341243
22	24632403	0.22341718
22	24639069	0.22346392
22	24641203	0.22347884
22	24643449	0.22349454000000002
22	24643540	0.22349518
22	24643609	0.22349565999999998
22	24656875	0.22358808
22	24658457	0.22359703
22	24662171	0.22361781
22	24662649	0.22361847
22	24669465	0.22361935
22	24670719	0.22361951000000002
22	24675337	0.22362010999999998
22	24677025	0.22362031999999998
22	24677237	0.22362035
22	24681371	0.22362088
22	24681555	0.22362091
22	24682015	0.22362096
22	24684511	0.22362129
22	24685076	0.22362136
22	24686038	0.22362148999999998
22	24687240	0.22362165
22	24691208	0.22362217999999998
22	24692019	0.22362229
22	24695769	0.22362283000000002
22	24697313	0.22362305
22	24700854	0.22362355999999997
22	24701862	0.22362369999999998
22	24702874	0.22362384999999999
22	24704556	0.22362409
22	24706160	0.22362432
22	24706298	0.22362434
22	24707006	0.22362444
22	24707112	0.22362445
22	24708563	0.22362466
22	24711374	0.22362507
22	24715049	0.22362559
22	24716720	0.22362583
22	24717518	0.22362595
22	24719085	0.22362617
22	24719434	0.22362622000000001
22	24719605	0.22362625000000003
22	24721549	0.22362653000000002
22	24723644	0.22362683
22	24724724	0.22362698000000003
22	24725335	0.22362707
22	24725805	0.22362714
22	24726718	0.22362727
22	24727410	0.22362737
22	24727761	0.22362742000000002
22	24729939	0.22362773
22	24730587	0.22362783
22	24731070	0.2236279
22	24732045	0.22362805000000002
22	24732460	0.22362811000000002
22	24733560	0.22362828
22	24734737	0.22362846
22	24736945	0.22362880000000002
22	24737327	0.22362885999999998
22	24737974	0.22362896
22	24741260	0.2236295
22	24741881	0.2236296
22	24742294	0.22362967
22	24742426	0.22362969
22	24742493	0.22362976
22	24742850	0.22363874
22	24742870	0.22363922
22	24745498	0.22367692000000003
22	24745667	0.22367704
22	24747031	0.22367731
22	24747989	0.22367751
22	24748527	0.22367768000000002
22	24750273	0.22367933
22	24750512	0.22367956
22	24750599	0.22367962
22	24752835	0.22368023999999997
22	24754634	0.22368078
22	24754791	0.22368084
22	24754911	0.22368087
22	24755025	0.2236809
22	24755936	0.22368102
22	24756865	0.22368113
22	24758832	0.22368851
22	24760101	0.22369336
22	24761853	0.22369349
22	24766986	0.22369386
22	24767602	0.2236939
22	24774907	0.22369424999999998
22	24775644	0.22369429
22	24775940	0.2236943
22	24781680	0.22369458
22	24786798	0.22369482999999998
22	24789632	0.22369496000000003
22	24790533	0.22369501
22	24792766	0.22369512
22	24793239	0.22369514
22	24793612	0.22369516
22	24793793	0.22369516999999997
22	24795914	0.22369527
22	24796290	0.22369529
22	24800272	0.22369548000000003
22	24802564	0.2236956
22	24804081	0.22369568999999997
22	24806804	0.22369584
22	24807343	0.22369591
22	24808435	0.22369614
22	24808993	0.22369675
22	24809372	0.22369767
22	24811667	0.2237036
22	24813165	0.22370732000000002
22	24813574	0.22370833999999998
22	24815406	0.22371292
22	24822446	0.22373300000000002
22	24822663	0.22373373000000002
22	24825148	0.22374165000000001
22	24825511	0.22374441999999997
22	24826672	0.22375171000000002
22	24826781	0.22375184999999997
22	24826863	0.22375188999999998
22	24827522	0.22375215
22	24829521	0.22375292000000002
22	24830084	0.22375304
22	24830595	0.22375315
22	24832378	0.22375343
22	24832547	0.22375346000000002
22	24833164	0.22375355
22	24833732	0.22375364
22	24833760	0.22375365
22	24834564	0.22375377
22	24834731	0.22375378999999998
22	24836024	0.22375395
22	24836214	0.22375397
22	24836650	0.22375402
22	24837103	0.22375406
22	24837262	0.22375408
22	24840118	0.22375435
22	24840676	0.22375440000000002
22	24841990	0.22375451999999998
22	24842452	0.22375456
22	24842857	0.2237546
22	24842915	0.22375461000000002
22	24843594	0.22375467000000002
22	24843731	0.2237547
22	24844883	0.22375730000000002
22	24844948	0.22375745
22	24845989	0.22375979999999998
22	24846391	0.22376071
22	24847606	0.22376090999999998
22	24848425	0.22376526
22	24848460	0.22376532999999998
22	24852233	0.22376548
22	24855541	0.2237656
22	24856329	0.22376562
22	24859617	0.22376574000000002
22	24862597	0.22376585
22	24862738	0.22376626000000002
22	24864138	0.22377031
22	24865187	0.22377035
22	24867009	0.2237704
22	24867882	0.22377042
22	24869659	0.22377047
22	24870064	0.22377048
22	24870527	0.22377049
22	24871831	0.22377052
22	24871942	0.22377065000000002
22	24874697	0.22377745000000002
22	24875123	0.22377787999999998
22	24875316	0.22377792
22	24876800	0.22377798999999998
22	24878206	0.22377808999999999
22	24878430	0.22377819
22	24878741	0.22377846
22	24878804	0.22377856999999998
22	24878869	0.22377879
22	24879289	0.22378124
22	24879656	0.22378161
22	24879998	0.22378166
22	24880174	0.22378169
22	24881233	0.22378186
22	24881685	0.22378193
22	24881781	0.22378196
22	24882925	0.22378248
22	24883064	0.22378253999999997
22	24883528	0.22378281
22	24885223	0.2237833
22	24887244	0.22378946
22	24890894	0.22381367000000002
22	24891292	0.22381627999999998
22	24892973	0.22382729
22	24893021	0.22382757
22	24893336	0.2238293
22	24894017	0.22383255999999999
22	24894856	0.22383544
22	24897743	0.22384364
22	24897899	0.22384431
22	24898310	0.22384637000000002
22	24900045	0.22385746999999998
22	24901186	0.22386128
22	24902606	0.22386324999999999
22	24905288	0.22386679
22	24906884	0.223869
22	24906995	0.22386915
22	24907177	0.22386941
22	24908352	0.22387103
22	24908696	0.22387159
22	24908829	0.22387182
22	24910129	0.22387419
22	24912232	0.22388069000000002
22	24913423	0.22395172
22	24914292	0.22400251000000002
22	24915285	0.22402661
22	24915951	0.22404206
22	24916182	0.2240474
22	24917600	0.22406602
22	24917852	0.22406893
22	24918231	0.2240702
22	24918447	0.22407091999999998
22	24919329	0.22407364999999999
22	24921558	0.22408035
22	24922452	0.22408292
22	24929515	0.22410309
22	24929771	0.22410381999999998
22	24931257	0.22410802
22	24931490	0.2241086
22	24932214	0.22410998
22	24932967	0.22411112
22	24933069	0.22411127
22	24934355	0.22411301000000003
22	24934370	0.22411304
22	24936970	0.22411674999999998
22	24938330	0.22411874
22	24938455	0.22411893
22	24939289	0.22412025
22	24940196	0.2241217
22	24940959	0.22412292
22	24942753	0.22412569999999998
22	24943294	0.22412653
22	24943402	0.22412673000000002
22	24943582	0.22412741
22	24943658	0.22412769000000002
22	24944750	0.22412933
22	24944782	0.22412937
22	24945361	0.22413022999999999
22	24945385	0.22413026
22	24945417	0.22413031
22	24946396	0.22413174000000002
22	24946522	0.22413193
22	24946924	0.22413250999999998
22	24947452	0.22413328
22	24949714	0.22413655999999998
22	24949953	0.22413692999999998
22	24950691	0.22419692000000002
22	24951296	0.22424448000000002
22	24952216	0.2242456
22	24952498	0.22424592000000002
22	24953021	0.22424648000000003
22	24953056	0.22424651
22	24953227	0.22424665000000002
22	24954140	0.22424718999999999
22	24954832	0.22424759000000002
22	24955609	0.22424799
22	24958017	0.22424912
22	24958116	0.22424916
22	24959516	0.22424977
22	24960127	0.22425004
22	24960160	0.22425004999999998
22	24960600	0.22425024000000002
22	24962932	0.22425125
22	24963258	0.22425139000000002
22	24965885	0.22425253
22	24966164	0.22425265
22	24971075	0.22425477000000002
22	24977286	0.22425747000000001
22	24978654	0.22434221999999998
22	24979447	0.22439140999999999
22	24980306	0.22450800999999998
22	24983110	0.22489852
22	24984186	0.22504856
22	24986473	0.22536747
22	24987964	0.22537786
22	24989413	0.22538755
22	24989920	0.2253909
22	24990213	0.22539304999999998
22	24990916	0.22539839
22	24991422	0.22540229
22	24991863	0.22540572
22	24991895	0.22540606
22	24992266	0.2254111
22	24995202	0.22543493
22	24995797	0.22543903
22	24996582	0.22544447
22	24996630	0.22544481000000002
22	24997188	0.22544872000000002
22	24997309	0.22544956
22	24998182	0.22545567
22	24998201	0.2254558
22	24998389	0.22545711000000002
22	24999104	0.22546209
22	25004206	0.22549766999999998
22	25012854	0.22555798
22	25013346	0.22556110000000001
22	25016705	0.22558219999999998
22	25025810	0.22569105
22	25027892	0.22571525
22	25057625	0.22605611
22	25059631	0.22608229000000002
22	25062808	0.22612375
22	25064534	0.22614626999999998
22	25064809	0.22615691000000002
22	25070268	0.22651782
22	25070869	0.22655804
22	25074207	0.22678145
22	25074863	0.22682535999999998
22	25075402	0.2268266
22	25076598	0.22682936
22	25079925	0.22683673
22	25081241	0.22684062000000002
22	25082844	0.22686447999999998
22	25083148	0.22687155
22	25083914	0.22688969
22	25085469	0.22691063
22	25086734	0.22692436000000002
22	25086816	0.22692506
22	25087164	0.22692741000000002
22	25088494	0.22693577
22	25088629	0.22693615
22	25089759	0.22693689
22	25090006	0.22693705
22	25090370	0.22693729
22	25090768	0.22693765
22	25092773	0.22705093999999998
22	25093071	0.22706759999999998
22	25095440	0.22712805
22	25095452	0.2271283
22	25096813	0.22715031
22	25097248	0.22715733
22	25099115	0.22718772
22	25103024	0.22727396
22	25103157	0.22727566
22	25105347	0.22729966999999998
22	25105538	0.22730177000000001
22	25106411	0.22731148999999998
22	25108767	0.22734357
22	25109027	0.22734732000000002
22	25110876	0.22741022
22	25111467	0.22742938
22	25112325	0.22743466
22	25113330	0.22744049
22	25114396	0.22744340999999998
22	25117920	0.22745225000000002
22	25119636	0.2274566
22	25122720	0.22746518999999998
22	25124711	0.22747072
22	25124928	0.22747132
22	25125000	0.22747151
22	25125067	0.2274717
22	25125707	0.22747343999999997
22	25125833	0.22747378999999998
22	25126819	0.22747647000000001
22	25127810	0.22747919
22	25127865	0.22747973000000002
22	25128204	0.22748849
22	25129964	0.2275365
22	25130158	0.22754470999999998
22	25130311	0.22755196000000003
22	25130948	0.22758215
22	25131425	0.22760123
22	25132498	0.2276118
22	25133052	0.22761723
22	25133760	0.22762418
22	25134256	0.22762906000000002
22	25135682	0.22764214
22	25145094	0.22772494999999998
22	25145453	0.22774494
22	25145471	0.22774595
22	25145588	0.22774940999999999
22	25145753	0.22775137999999998
22	25147159	0.22776768
22	25148588	0.22777671000000002
22	25149107	0.22777968
22	25151026	0.22779064000000002
22	25151638	0.22779349
22	25153463	0.22780259
22	25154141	0.22780664
22	25154553	0.22780945
22	25154776	0.22781099000000002
22	25155725	0.22782456
22	25156134	0.22782861000000001
22	25157311	0.22783493
22	25157455	0.22783553999999998
22	25158326	0.22783882
22	25158597	0.22783993
22	25158974	0.22784281
22	25159862	0.2278496
22	25159950	0.22785003
22	25160473	0.22785197000000001
22	25160785	0.22785312000000002
22	25160988	0.22785386
22	25161325	0.22785508
22	25161356	0.22785519
22	25161373	0.22785525
22	25161455	0.22785554000000002
22	25163120	0.22786118
22	25163624	0.22786298
22	25164888	0.22786824
22	25164960	0.22786859
22	25165001	0.2278692
22	25165047	0.22786992
22	25166320	0.22787749999999998
22	25167062	0.22788084
22	25168113	0.22788551999999998
22	25168397	0.22788678
22	25169210	0.22789039
22	25169549	0.2278919
22	25170136	0.22789457
22	25171293	0.22790549
22	25171387	0.22790601
22	25172117	0.22790866999999998
22	25173344	0.22791309999999998
22	25173527	0.22791366
22	25173569	0.22791377000000002
22	25173627	0.2279139
22	25174805	0.22791616
22	25175350	0.22791722
22	25177308	0.22792116
22	25182624	0.22794231
22	25187544	0.22796344000000002
22	25187658	0.22796421
22	25188101	0.22798877999999997
22	25188242	0.22799661000000002
22	25189055	0.22804518999999998
22	25192432	0.22808959
22	25194564	0.2281176
22	25194822	0.22812099
22	25196811	0.22814717
22	25196821	0.2281473
22	25197828	0.22815978999999997
22	25199298	0.22817801
22	25204514	0.22824093
22	25204740	0.22824363000000003
22	25205100	0.22824794
22	25205719	0.22825539
22	25206079	0.22826142000000002
22	25206688	0.22827773
22	25207013	0.22828644
22	25207239	0.22829304
22	25207316	0.22829532
22	25208398	0.22832746
22	25209377	0.22863727999999997
22	25209481	0.22865234999999998
22	25209724	0.22868755
22	25209753	0.22869174999999997
22	25209780	0.22869566
22	25210168	0.2287517
22	25210525	0.22879706
22	25211229	0.22888577999999998
22	25211793	0.22888788000000002
22	25211803	0.22888792
22	25212702	0.22889118
22	25212913	0.22889195
22	25212973	0.22889216
22	25213023	0.22889233999999997
22	25213030	0.22889237
22	25213105	0.22889264
22	25214682	0.22889832999999998
22	25214773	0.22889866
22	25215305	0.22890059999999998
22	25215436	0.2289012
22	25215934	0.22890423999999998
22	25216615	0.22891041999999998
22	25216719	0.22891136
22	25216826	0.22891234000000002
22	25217701	0.22892038
22	25217740	0.22892091
22	25217890	0.2289235
22	25217943	0.22892434
22	25217982	0.22892489000000002
22	25218993	0.22893469
22	25219930	0.22894563
22	25220446	0.22895473
22	25220606	0.22896125
22	25220685	0.22896450000000002
22	25221330	0.228995
22	25221900	0.22903046
22	25221915	0.22903148
22	25221969	0.2290354
22	25223662	0.22916006
22	25223920	0.22917909000000003
22	25224631	0.22923155
22	25225580	0.22930139
22	25225713	0.22931113
22	25225769	0.22931514
22	25225879	0.22932278
22	25226101	0.22932781
22	25226157	0.22932875
22	25226954	0.22933613
22	25227897	0.22934485
22	25228089	0.22934662
22	25228210	0.22934773
22	25228296	0.22934853
22	25228375	0.22934925
22	25228577	0.22935109
22	25229995	0.22936383
22	25230909	0.22937203
22	25231408	0.22937650999999998
22	25231422	0.22937664000000002
22	25231570	0.22937798
22	25231706	0.22937922
22	25232052	0.22938237
22	25232065	0.22938249
22	25232692	0.22938821999999998
22	25232862	0.22938977000000002
22	25232918	0.22939027
22	25234014	0.22940011999999999
22	25234220	0.22940196000000002
22	25234461	0.22940412999999998
22	25234481	0.22940431
22	25234890	0.22940786
22	25235868	0.22941882
22	25237278	0.22980181000000002
22	25237376	0.22982806
22	25238292	0.23006723
22	25238729	0.23007928
22	25238806	0.23008092000000002
22	25239557	0.23008558
22	25239802	0.23008665
22	25240586	0.23009003
22	25241381	0.23009346
22	25241633	0.23009454000000001
22	25242592	0.23009865999999998
22	25242708	0.23009916
22	25244628	0.23010739000000002
22	25245118	0.23010949
22	25245583	0.23011151999999999
22	25245838	0.23011272000000002
22	25245874	0.23011291
22	25245941	0.23011326000000001
22	25245953	0.23011333
22	25246112	0.23011434
22	25248765	0.23013241
22	25248855	0.23013302
22	25250874	0.23016919000000002
22	25251879	0.23018701
22	25252387	0.23019602
22	25252510	0.23019811
22	25252631	0.23020009000000002
22	25252661	0.23020057000000002
22	25253865	0.23021947999999998
22	25254708	0.23022970999999998
22	25255959	0.23023426
22	25258827	0.2302381
22	25258928	0.23023824
22	25260770	0.23024072
22	25260984	0.23024102
22	25262348	0.230243
22	25262584	0.23024339000000002
22	25263240	0.23024460000000002
22	25264983	0.23024832
22	25265634	0.23024972999999999
22	25265790	0.23025008
22	25265811	0.23025012
22	25265882	0.23025028
22	25265972	0.23025048
22	25268215	0.23025545
22	25269424	0.23025815000000002
22	25269518	0.23025836000000002
22	25269944	0.23025932000000002
22	25270455	0.23026047
22	25271044	0.23026181
22	25272453	0.23026505
22	25272491	0.23026513
22	25274327	0.23026961
22	25275026	0.23027151
22	25275393	0.23027259
22	25275891	0.23027681
22	25278322	0.23030272
22	25278842	0.23032812
22	25280181	0.23042205
22	25280841	0.23047038
22	25281786	0.23054228
22	25282572	0.23060403000000002
22	25282711	0.23062118
22	25282765	0.23063232
22	25283008	0.23068253
22	25283602	0.23080527
22	25283778	0.23084163
22	25284066	0.23090112000000002
22	25284135	0.23091538
22	25284829	0.23105861
22	25286983	0.23150141000000002
22	25287692	0.23164494000000002
22	25287804	0.23166567000000002
22	25287889	0.23167945
22	25289335	0.23170897000000001
22	25290446	0.23172969999999998
22	25290487	0.23173047
22	25290602	0.23173264
22	25290853	0.23173749000000002
22	25290987	0.23174084
22	25291076	0.23174506
22	25291095	0.23174758
22	25291337	0.23179182
22	25291682	0.23185493999999998
22	25292977	0.23209148
22	25294155	0.23213291000000003
22	25294369	0.23214045
22	25294664	0.23215091999999998
22	25295293	0.23217356
22	25295900	0.23219553
22	25297338	0.23224948
22	25297404	0.23225269
22	25297513	0.23225812
22	25297755	0.23227025999999998
22	25297965	0.23228065999999997
22	25298169	0.23228331000000002
22	25302284	0.2323367
22	25303941	0.23235931999999998
22	25304011	0.23236048
22	25304148	0.23236293
22	25304473	0.23236877
22	25305370	0.23238707000000003
22	25305805	0.23243037
22	25306214	0.23247605
22	25307571	0.23262761
22	25308272	0.23266029
22	25308506	0.23266390999999997
22	25309389	0.23267703999999997
22	25309448	0.23267792
22	25309550	0.23267944
22	25311481	0.23270824
22	25313446	0.23273761
22	25314193	0.23277475
22	25316350	0.23288153
22	25317044	0.23288547999999998
22	25319003	0.2328943
22	25319168	0.23289549999999998
22	25319244	0.23289708
22	25319425	0.23290621
22	25319456	0.23290778
22	25319537	0.23291207
22	25320371	0.23295876
22	25320431	0.23296307
22	25320738	0.23297674000000002
22	25320814	0.23297806000000001
22	25321588	0.23298421000000002
22	25322173	0.23298885
22	25322840	0.23299414
22	25324627	0.23300604
22	25327959	0.23301917
22	25330434	0.23302909
22	25330812	0.23303076999999997
22	25331041	0.23303179
22	25334869	0.23304881000000002
22	25334977	0.23304929000000002
22	25335794	0.23305288000000002
22	25338498	0.23306483
22	25341203	0.23308153
22	25345537	0.23310966
22	25350087	0.23312402
22	25351379	0.23312605
22	25356653	0.23312861000000001
22	25357408	0.23312898
22	25358559	0.23312955
22	25358736	0.23312964
22	25358845	0.2331297
22	25361760	0.23313129
22	25362067	0.23313172000000001
22	25364409	0.23313655
22	25364707	0.23313754
22	25365239	0.23314062
22	25365714	0.23314354999999998
22	25365795	0.23314406000000001
22	25365875	0.23314458
22	25366411	0.23314800000000002
22	25367363	0.23315291999999999
22	25367378	0.233153
22	25368169	0.23315711
22	25368426	0.23315882
22	25368543	0.23315973
22	25368670	0.23316084
22	25369243	0.23316638
22	25369319	0.23316711
22	25370230	0.23317592999999998
22	25370286	0.23317647
22	25372291	0.23319582
22	25373391	0.23320858
22	25373985	0.23326045
22	25374434	0.23331156
22	25374503	0.23331957
22	25376200	0.23351727
22	25381045	0.23379439000000002
22	25388318	0.23382397000000002
22	25388965	0.23382795
22	25389080	0.23382917
22	25390704	0.23385396
22	25390855	0.23385627
22	25393014	0.23388951
22	25393414	0.2338905
22	25393476	0.23389064999999998
22	25393897	0.23389156
22	25394741	0.23389302
22	25395168	0.23389347000000002
22	25397740	0.23389619
22	25398068	0.23389654000000001
22	25400511	0.23389911000000002
22	25401094	0.23390177999999998
22	25401482	0.23390463
22	25402318	0.23390504
22	25403114	0.23390543
22	25403765	0.23390576
22	25404309	0.23390605
22	25404908	0.23391225
22	25408189	0.23391496
22	25410266	0.23391691
22	25411254	0.23392173
22	25411420	0.23392278
22	25411532	0.23392352
22	25411878	0.23392573
22	25412570	0.23393661999999998
22	25412911	0.23394199000000002
22	25415890	0.23468050999999998
22	25416023	0.23471336999999998
22	25419524	0.23557586
22	25420676	0.23576222000000002
22	25420696	0.23576533000000002
22	25420792	0.23577887
22	25421011	0.23581006
22	25422928	0.23608301999999998
22	25423062	0.23610143
22	25423931	0.23623128999999998
22	25424579	0.23632797
22	25425282	0.2364339
22	25425403	0.23645214
22	25425439	0.23645757
22	25425927	0.23653110000000002
22	25426047	0.23654918
22	25426113	0.23655879
22	25426171	0.2365622
22	25426797	0.23659039
22	25426950	0.23659724000000001
22	25427646	0.23661754
22	25427831	0.23662288
22	25428768	0.23664944999999998
22	25428780	0.23664978
22	25431838	0.23665902
22	25432987	0.23666251
22	25433309	0.23666350000000003
22	25434364	0.23666675
22	25435140	0.23666921
22	25435959	0.23667180999999998
22	25436904	0.2366753
22	25439458	0.23668477
22	25439745	0.23668608
22	25439882	0.23668661
22	25440392	0.23668852999999998
22	25440812	0.23669014
22	25441199	0.23669162
22	25442369	0.236696
22	25442817	0.23669769
22	25442897	0.23669799000000002
22	25444338	0.2367032
22	25444856	0.23670478
22	25444874	0.23670483
22	25444925	0.23670497000000001
22	25445405	0.23670627
22	25446320	0.23670855
22	25446441	0.23670884999999997
22	25446748	0.23670961999999998
22	25447736	0.23671208
22	25448198	0.23671325
22	25448357	0.23671367
22	25448604	0.23671446
22	25448653	0.23671458999999997
22	25449166	0.23671581
22	25449213	0.23671592
22	25449268	0.23671604999999998
22	25449764	0.23671721999999998
22	25450980	0.23672011999999998
22	25451138	0.23672049
22	25451313	0.23672092
22	25453506	0.23672605000000002
22	25453554	0.23672616000000002
22	25454424	0.23672837000000002
22	25456939	0.23673584000000003
22	25459113	0.23674320000000001
22	25460204	0.23674877
22	25460772	0.23675168
22	25461040	0.23675387
22	25464310	0.23680936
22	25465065	0.23683135
22	25465142	0.23683361000000003
22	25465240	0.2368365
22	25465793	0.23685289999999998
22	25466323	0.2368683
22	25466553	0.23687090000000002
22	25467143	0.23687197000000002
22	25467406	0.2368723
22	25467916	0.23687291
22	25468432	0.23687354
22	25468709	0.23687387000000001
22	25468830	0.23687402
22	25472463	0.23687851999999998
22	25473134	0.23687945
22	25473526	0.23688004
22	25473662	0.23688037
22	25473908	0.23688101
22	25476552	0.23696174
22	25476871	0.23696632999999998
22	25477604	0.23697182000000003
22	25477703	0.23697303000000003
22	25478023	0.23697696000000001
22	25478292	0.23697766
22	25479065	0.23697855
22	25479479	0.23697901000000002
22	25479684	0.23697922999999999
22	25480149	0.23697975
22	25480981	0.23698066
22	25481086	0.23698078
22	25481215	0.23698091999999998
22	25481418	0.23698116
22	25482454	0.23698233999999999
22	25483185	0.23698346999999997
22	25483781	0.23698969000000003
22	25483921	0.23699031
22	25485712	0.23699209
22	25485802	0.23699218
22	25487844	0.23699421999999998
22	25488365	0.23699473999999998
22	25489203	0.23699557999999998
22	25490044	0.23699644
22	25490943	0.23699736999999998
22	25491727	0.23699819000000003
22	25492803	0.23699935
22	25493361	0.237
22	25494744	0.23700161
22	25495049	0.23700206000000001
22	25495827	0.23700321
22	25496257	0.23700398
22	25496741	0.23700490999999999
22	25497260	0.23700595
22	25497692	0.23700683
22	25500496	0.23701217
22	25500674	0.23701267
22	25501854	0.23701697
22	25501884	0.23701712
22	25504327	0.23703221
22	25505585	0.23703890000000002
22	25506779	0.23704484999999997
22	25506990	0.23704588999999998
22	25507964	0.2370507
22	25508021	0.23705096999999997
22	25508375	0.23705265
22	25508962	0.23705545
22	25509030	0.23705576
22	25509280	0.23705687
22	25509747	0.23705943999999998
22	25510459	0.23706189
22	25510694	0.23707279
22	25510758	0.23707573
22	25511130	0.23709277
22	25520095	0.23709699
22	25520379	0.23709712
22	25521183	0.23709749
22	25521273	0.23709753
22	25521624	0.23709771
22	25521655	0.23709772
22	25523371	0.23710559
22	25524076	0.23710587
22	25524916	0.23710616
22	25526224	0.23710662
22	25526947	0.23710687
22	25527038	0.23710691
22	25527632	0.23710711
22	25528641	0.23710746
22	25530059	0.23710810999999998
22	25530408	0.23710828
22	25530896	0.23710847000000002
22	25531002	0.23710851000000002
22	25531471	0.23710867
22	25531673	0.23710874
22	25532553	0.23710902999999997
22	25532574	0.23710904
22	25533796	0.23710943
22	25536538	0.23711027999999998
22	25536642	0.23711031
22	25536917	0.23711039
22	25538201	0.23711075999999998
22	25538280	0.23711078
22	25538938	0.23711096
22	25539040	0.23711099000000002
22	25539839	0.23711119
22	25539975	0.23711123
22	25540703	0.23711141000000002
22	25540842	0.23711144999999997
22	25540962	0.23711148
22	25541997	0.23711173
22	25542187	0.23711178
22	25542519	0.23711187
22	25542734	0.23711194
22	25542843	0.23711198
22	25544496	0.23711372
22	25544987	0.23711455
22	25545612	0.23712489
22	25545909	0.23712533
22	25546378	0.23712576
22	25546617	0.23712601
22	25548213	0.23712783
22	25548381	0.23712802
22	25548986	0.23712871
22	25549183	0.23712888
22	25549405	0.23712900999999997
22	25549604	0.2371291
22	25549870	0.2371292
22	25550247	0.23712935000000002
22	25550875	0.23712959
22	25551118	0.23712969
22	25553479	0.2371306
22	25553537	0.23713062000000001
22	25555283	0.23713139000000003
22	25555789	0.23713401
22	25555948	0.23713411
22	25556577	0.23713441
22	25557196	0.23713472
22	25557365	0.23713482
22	25557446	0.23713489
22	25557465	0.23713491
22	25557634	0.23713515000000002
22	25558685	0.23713671000000003
22	25559749	0.23713846
22	25559784	0.23713852
22	25560268	0.23713932
22	25560579	0.23713985
22	25560601	0.23713996999999998
22	25561215	0.23714687999999998
22	25563892	0.23716152999999998
22	25564047	0.2371619
22	25565026	0.23716301
22	25565420	0.23716348
22	25565728	0.23716384000000001
22	25566921	0.23716525
22	25569680	0.23716852
22	25570273	0.23717096000000001
22	25570332	0.23717144
22	25571301	0.23717933
22	25571930	0.23718395999999997
22	25572098	0.23718519000000002
22	25572748	0.23718994999999998
22	25572922	0.23719072
22	25573431	0.23719169999999998
22	25573514	0.23719196
22	25576655	0.23720835999999998
22	25576823	0.23720882
22	25576881	0.23720894
22	25576993	0.23720911
22	25577015	0.23720914
22	25577688	0.23720997
22	25578505	0.23721622
22	25581866	0.2372253
22	25583080	0.23722601000000001
22	25583294	0.23722658
22	25583412	0.23722664999999998
22	25585035	0.23722757000000003
22	25585047	0.23722760999999998
22	25585701	0.23723152
22	25585928	0.23723156
22	25586338	0.23723158000000003
22	25586564	0.23723159
22	25586662	0.23723223000000002
22	25586744	0.23723276
22	25587073	0.23723489
22	25587436	0.2372374
22	25587614	0.23723741
22	25587800	0.23723742
22	25588874	0.23723747
22	25589570	0.2372375
22	25589792	0.23723751
22	25589927	0.23723752
22	25591200	0.23723756999999998
22	25591278	0.23723758
22	25591847	0.2372376
22	25591927	0.23723761
22	25593452	0.23723768
22	25593658	0.23723769
22	25593690	0.23723775
22	25596029	0.23724869
22	25596048	0.23724888
22	25596870	0.23726161999999998
22	25597331	0.23726877999999998
22	25597626	0.2372755
22	25597842	0.23728069000000002
22	25598101	0.23728714
22	25599614	0.23737646999999998
22	25599992	0.23739886
22	25600699	0.23744074999999998
22	25601196	0.23750604
22	25601804	0.23758595
22	25602681	0.23770121
22	25602708	0.23770476
22	25602784	0.23771363
22	25602790	0.23771432999999997
22	25603018	0.2377342
22	25603553	0.23777494000000002
22	25604477	0.23782906
22	25604716	0.23784161
22	25606031	0.23788767
22	25606665	0.23790557
22	25606861	0.23791124
22	25606975	0.23791445
22	25607028	0.23791585
22	25607182	0.23791993
22	25607259	0.23792106000000002
